species,file,site,node,count,px_cm,include,base_x,base_y,tip_x,tip_y
elongata,LELONAC21063-1_6_10,LELONAC21063,6,10,105.015,Y,164,366,235.5,35.5
elongata,LELONAC21063-1_7_10,LELONAC21063,7,10,105.015,Y,168,381,192.5,21.5
elongata,LELONAC21063-1_8_10,LELONAC21063,8,10,105.015,Y,213,378,215.5,28.5
elongata,LELONAC21063-1_9_10,LELONAC21063,9,10,105.015,Y,183,345,235.5,57.5
elongata,LELONAC21065-2_1_13,LELONAC21065,1,13,104.75,Y,368,765,466.167,142.167
elongata,LELONAC21065-2_10_13,LELONAC21065,10,13,104.75,Y,438,649,454.167,315.5
elongata,LELONAC21065-2_11_13,LELONAC21065,11,13,104.75,Y,474,604,451.5,346.167
elongata,LELONAC21065-2_12_13,LELONAC21065,12,13,104.75,Y,497,798,408.833,104.833
elongata,LELONAC21065-2_13_13,LELONAC21065,13,13,104.75,Y,433,841,478.167,60.833
elongata,LELONAC21065-2_2_13,LELONAC21065,2,13,104.75,Y,444,745,438.167,158.167
elongata,LELONAC21065-2_3_13,LELONAC21065,3,13,104.75,Y,465,665,494.167,202.167
elongata,LELONAC21065-2_4_13,LELONAC21065,4,13,104.75,Y,477,726,407.5,166.167
elongata,LELONAC21065-2_5_13,LELONAC21065,5,13,104.75,Y,440,713,456.833,192.833
elongata,LELONAC21065-2_6_13,LELONAC21065,6,13,104.75,Y,476,712,434.167,186.167
elongata,LELONAC21065-2_7_13,LELONAC21065,7,13,104.75,Y,464,640,463.5,254.167
elongata,LELONAC21065-2_8_13,LELONAC21065,8,13,104.75,Y,456,826,504.833,71.5
elongata,LELONAC21065-2_9_13,LELONAC21065,9,13,104.75,Y,329,861,516.833,40.833
elongata,LELONAC21065-3_1_10,LELONAC21065,1,10,104.167,Y,316,567,305.5,35.5
elongata,LELONAC21065-3_10_10,LELONAC21065,10,10,104.167,Y,296,519,329.5,85.5
elongata,LELONAC21065-3_2_10,LELONAC21065,2,10,104.167,Y,318,565,299.5,31.5
elongata,LELONAC21065-3_3_10,LELONAC21065,3,10,104.167,Y,312,504,342.5,98.5
elongata,LELONAC21065-3_4_10,LELONAC21065,4,10,104.167,Y,342,425,242.5,180.5
elongata,LELONAC21065-3_5_10,LELONAC21065,5,10,104.167,Y,273,338,323.5,262.5
elongata,LELONAC21065-3_6_10,LELONAC21065,6,10,104.167,Y,291,385,304.5,217.5
elongata,LELONAC21065-3_7_10,LELONAC21065,7,10,104.167,Y,303,461,297.5,139.5
elongata,LELONAC21065-3_8_10,LELONAC21065,8,10,104.167,Y,293,472,314.5,131.5
elongata,LELONAC21065-3_9_10,LELONAC21065,9,10,104.167,Y,254,494,309.5,107.5
feayana,LFEAY-32x_1_c_1_6,LFEAY-32X,1,6,236,Y,92,367,244.5,56.5
feayana,LFEAY-32x_1_c_2_6,LFEAY-32X,2,6,236,Y,111,360,232.5,70.5
feayana,LFEAY-32x_1_c_3_6,LFEAY-32X,3,6,236,Y,198,387,226.5,58.5
feayana,LFEAY-32x_1_c_4_6,LFEAY-32X,4,6,236,Y,231,334,184.5,115.5
feayana,LFEAY-32x_1_c_5_6,LFEAY-32X,5,6,236,Y,223,349,224.5,97.5
feayana,LFEAY-32x_1_c_6_6,LFEAY-32X,6,6,236,Y,228,311,229.5,137.5
feayana,LFEAY-32x_2_c_1_5,LFEAY-32X,1,5,236,Y,213,297,227.5,153.5
feayana,LFEAY-32x_2_c_2_5,LFEAY-32X,2,5,236,Y,242,365,236.5,82.5
feayana,LFEAY-32x_2_c_3_5,LFEAY-32X,3,5,236,Y,216,313,245.5,130.5
feayana,LFEAY-32x_2_c_4_5,LFEAY-32X,4,5,236,Y,212,298,234.5,148.5
feayana,LFEAY-32x_2_c_5_5,LFEAY-32X,5,5,236,Y,233,284,233.5,163.5
feayana,LFEAY-32x_3_c_1_6,LFEAY-32X,1,6,236,Y,182,424,217.5,23.5
feayana,LFEAY-32x_3_c_4_6,LFEAY-32X,4,6,236,Y,116,411,217.5,35.5
feayana,LFEAY-32x_3_c_5_6,LFEAY-32X,5,6,236,Y,128,431,214.5,21.5
feayana,LFEAY-32x_3_c_6_6,LFEAY-32X,6,6,236,Y,223,370,233.5,78.5
feayana,LFEAYAC20986-12_1_17,LFEAYAC20986,1,17,110.018,,,,,
feayana,LFEAYAC20987-12_2_17,LFEAYAC20987,2,17,110.018,,,,,
feayana,LFEAYAC20988-12_3_17,LFEAYAC20988,3,17,110.018,,,,,
feayana,LFEAYAC20989-12_4_17,LFEAYAC20989,4,17,110.018,,,,,
feayana,LFEAYAC20990-12_5_17,LFEAYAC20990,5,17,110.018,,,,,
feayana,LFEAYAC20991-12_6_17,LFEAYAC20991,6,17,110.018,,,,,
feayana,LFEAYAC20992-12_7_17,LFEAYAC20992,7,17,110.018,,,,,
feayana,LFEAYAC20993-12_8_17,LFEAYAC20993,8,17,110.018,,,,,
feayana,LFEAYAC20994-12_9_17,LFEAYAC20994,9,17,110.018,,,,,
feayana,LFEAYAC20995-12_10_17,LFEAYAC20995,10,17,110.018,,,,,
feayana,LFEAYAC20996-12_11_17,LFEAYAC20996,11,17,110.018,,,,,
feayana,LFEAYAC20997-12_12_17,LFEAYAC20997,12,17,110.018,,,,,
feayana,LFEAYAC20998-12_13_17,LFEAYAC20998,13,17,110.018,,,,,
feayana,LFEAYAC20999-12_14_17,LFEAYAC20999,14,17,110.018,,,,,
feayana,LFEAYAC21000-12_15_17,LFEAYAC21000,15,17,110.018,,,,,
feayana,LFEAYAC21001-12_1_17,LFEAYAC21001,1,17,110.018,N,63,50,38.5,41.5
feayana,LFEAYAC21001-12_10_17,LFEAYAC21001,10,17,110.018,N,52,77,54.5,22.5
feayana,LFEAYAC21001-12_11_17,LFEAYAC21001,11,17,110.018,N,42,77,51.5,25.5
feayana,LFEAYAC21001-12_12_17,LFEAYAC21001,12,17,110.018,N,50,70,39.5,30.5
feayana,LFEAYAC21001-12_13_17,LFEAYAC21001,13,17,110.018,N,59,62,45.5,36.5
feayana,LFEAYAC21001-12_14_17,LFEAYAC21001,14,17,110.018,N,62,62,35.5,38.5
feayana,LFEAYAC21001-12_15_17,LFEAYAC21001,15,17,110.018,N,63,68,76.5,31.5
feayana,LFEAYAC21001-12_16_17,LFEAYAC21001,16,17,110.018,N,54,68,63.5,32.5
feayana,LFEAYAC21001-12_17_17,LFEAYAC21001,17,17,110.018,N,62,83,34.5,16.5
feayana,LFEAYAC21001-12_2_17,LFEAYAC21001,2,17,110.018,N,50,56,51.5,43.5
feayana,LFEAYAC21001-12_3_17,LFEAYAC21001,3,17,110.018,N,48,69,57.5,28.5
feayana,LFEAYAC21001-12_4_17,LFEAYAC21001,4,17,110.018,N,48,66,47.5,34.5
feayana,LFEAYAC21001-12_5_17,LFEAYAC21001,5,17,110.018,N,30,55,65.5,37.5
feayana,LFEAYAC21001-12_6_17,LFEAYAC21001,6,17,110.018,N,72,66,24.5,49.5
feayana,LFEAYAC21001-12_7_17,LFEAYAC21001,7,17,110.018,N,42,70,39.5,29.5
feayana,LFEAYAC21001-12_8_17,LFEAYAC21001,8,17,110.018,N,41,59,40.5,39.5
feayana,LFEAYAC21001-12_9_17,LFEAYAC21001,9,17,110.018,N,56,57,44.5,42.5
feayana,LFEAYAC21001-4_1_1,LFEAYAC21001,1,1,107.26,Y,54,89,51.5,12.5
feayana,LFEAYAC21001-5_1_5,LFEAYAC21001,1,5,108.753,Y,58,94,38.5,7.5
feayana,LFEAYAC21001-5_2_5,LFEAYAC21001,2,5,108.753,N,58,77,60.5,22.5
feayana,LFEAYAC21001-5_3_5,LFEAYAC21001,3,5,108.753,N,48,57,55.5,41.5
feayana,LFEAYAC21001-5_4_5,LFEAYAC21001,4,5,108.753,N,58,56,44.5,43.5
feayana,LFEAYAC21001-5_5_5,LFEAYAC21001,5,5,108.753,N,52,80,41.5,19.5
feayana,LFEAYAC21001-6_1_16,LFEAYAC21001,1,16,104.7272727,Y,111,139,113.5,62.5
feayana,LFEAYAC21001-6_10_16,LFEAYAC21001,10,16,104.7272727,N,98,124,97.5,76.5
feayana,LFEAYAC21001-6_11_16,LFEAYAC21001,11,16,104.7272727,N,98,131,101.5,70.5
feayana,LFEAYAC21001-6_12_16,LFEAYAC21001,12,16,104.7272727,N,103,119,96.5,81.5
feayana,LFEAYAC21001-6_13_16,LFEAYAC21001,13,16,104.7272727,N,104,158,84.5,41.5
feayana,LFEAYAC21001-6_14_16,LFEAYAC21001,14,16,104.7272727,N,101,107,105.5,92.5
feayana,LFEAYAC21001-6_15_16,LFEAYAC21001,15,16,104.7272727,N,93,116,115.5,86.5
feayana,LFEAYAC21001-6_16_16,LFEAYAC21001,16,16,104.7272727,N,102,104,95.5,96.5
feayana,LFEAYAC21001-6_2_16,LFEAYAC21001,2,16,104.7272727,N,89,141,85.5,60.5
feayana,LFEAYAC21001-6_3_16,LFEAYAC21001,3,16,104.7272727,N,105,142,104.5,57.5
feayana,LFEAYAC21001-6_4_16,LFEAYAC21001,4,16,104.7272727,Y,106,123,98.5,78.5
feayana,LFEAYAC21001-6_5_16,LFEAYAC21001,5,16,104.7272727,N,101,123,110.5,78.5
feayana,LFEAYAC21001-6_6_16,LFEAYAC21001,6,16,104.7272727,N,99,142,111.5,59.5
feayana,LFEAYAC21001-6_7_16,LFEAYAC21001,7,16,104.7272727,N,130,133,110.5,57.5
feayana,LFEAYAC21001-6_8_16,LFEAYAC21001,8,16,104.7272727,Y,110,146,115.5,54.5
feayana,LFEAYAC21001-6_9_16,LFEAYAC21001,9,16,104.7272727,Y,109,162,64.5,38.5
feayana,LFEAYAC21001-7_1_3,LFEAYAC21001,1,3,105.2727273,N,97,183,131.5,19.5
feayana,LFEAYAC21001-7_2_3,LFEAYAC21001,2,3,105.2727273,Y,113,158,83.5,43.5
feayana,LFEAYAC21001-7_3_3,LFEAYAC21001,3,3,105.2727273,N,88,120,100.5,80.5
feayana,LFEAYAC21001-8_1_4,LFEAYAC21001,1,4,105.8181818,N,16,44,35.5,7.5
feayana,LFEAYAC21001-8_2_4,LFEAYAC21001,2,4,105.8181818,N,26,35,21.5,17.5
feayana,LFEAYAC21001-8_3_4,LFEAYAC21001,3,4,105.8181818,N,30,29,19.5,21.5
feayana,LFEAYAC21001-8_4_4,LFEAYAC21001,4,4,105.8181818,N,19,31,29.5,16.5
feayana,LFEAYAC21001-9_1_2,LFEAYAC21001,1,2,107.68,N,96,122,62.5,26.5
feayana,LFEAYAC21001-9_2_2,LFEAYAC21001,2,2,107.68,N,84,103,64.5,47.5
feayana,LFEAYAC21002-1_1_4,LFEAYAC21002,1,4,109.507,N,52,73,41.5,25.5
feayana,LFEAYAC21002-1_2_4,LFEAYAC21002,2,4,109.507,N,54,82,38.5,18.5
feayana,LFEAYAC21002-1_3_4,LFEAYAC21002,3,4,109.507,N,67,90,39.5,11.5
feayana,LFEAYAC21002-1_4_4,LFEAYAC21002,4,4,109.507,N,43,83,46.5,18.5
feayana,LFEAYAC21002-10_1_7,LFEAYAC21002,1,7,108.007,N,129,160,71.5,44.5
feayana,LFEAYAC21002-10_2_7,LFEAYAC21002,2,7,108.007,Y,100,178,90.5,20.5
feayana,LFEAYAC21002-10_3_7,LFEAYAC21002,3,7,108.007,Y,87,185,105.5,17.5
feayana,LFEAYAC21002-10_4_7,LFEAYAC21002,4,7,108.007,N,77,139,119.5,60.5
feayana,LFEAYAC21002-10_5_7,LFEAYAC21002,5,7,108.007,Y,64,175,125.5,26.5
feayana,LFEAYAC21002-10_6_7,LFEAYAC21002,6,7,108.007,N,84,114,116.5,86.5
feayana,LFEAYAC21002-10_7_7,LFEAYAC21002,7,7,108.007,N,87,150,118.5,47.5
feayana,LFEAYAC21002-11_1_7,LFEAYAC21002,1,7,108.264,N,94,90,56.5,59.5
feayana,LFEAYAC21002-11_2_7,LFEAYAC21002,2,7,108.264,N,79,96,64.5,54.5
feayana,LFEAYAC21002-11_3_7,LFEAYAC21002,3,7,108.264,N,121,106,33.5,52.5
feayana,LFEAYAC21002-11_4_7,LFEAYAC21002,4,7,108.264,Y,70,138,81.5,11.5
feayana,LFEAYAC21002-11_5_7,LFEAYAC21002,5,7,108.264,N,88,75,62.5,71.5
feayana,LFEAYAC21002-11_6_7,LFEAYAC21002,6,7,108.264,N,109,105,40.5,55.5
feayana,LFEAYAC21002-11_7_7,LFEAYAC21002,7,7,108.264,N,94,87,55.5,62.5
feayana,LFEAYAC21002-12_1_2,LFEAYAC21002,1,2,107.501,Y,52,112,94.5,39.5
feayana,LFEAYAC21002-12_2_2,LFEAYAC21002,2,2,107.501,N,67,125,70.5,21.5
feayana,LFEAYAC21002-3_1_11,LFEAYAC21002,1,11,108.019,N,99,157,104.5,45.5
feayana,LFEAYAC21002-3_10_11,LFEAYAC21002,10,11,108.019,Y,100,181,92.5,19.5
feayana,LFEAYAC21002-3_11_11,LFEAYAC21002,11,11,108.019,N,96,151,85.5,49.5
feayana,LFEAYAC21002-3_2_11,LFEAYAC21002,2,11,108.019,N,82,136,120.5,63.5
feayana,LFEAYAC21002-3_3_11,LFEAYAC21002,3,11,108.019,N,45,144,152.5,88.5
feayana,LFEAYAC21002-3_4_11,LFEAYAC21002,4,11,108.019,N,119,167,74.5,34.5
feayana,LFEAYAC21002-3_5_11,LFEAYAC21002,5,11,108.019,N,122,145,101.5,56.5
feayana,LFEAYAC21002-3_6_11,LFEAYAC21002,6,11,108.019,N,98,129,103.5,72.5
feayana,LFEAYAC21002-3_7_11,LFEAYAC21002,7,11,108.019,N,121,126,75.5,75.5
feayana,LFEAYAC21002-3_8_11,LFEAYAC21002,8,11,108.019,N,121,146,88.5,53.5
feayana,LFEAYAC21002-3_9_11,LFEAYAC21002,9,11,108.019,N,106,169,90.5,32.5
feayana,LFEAYAC21002-8_1_16,LFEAYAC21002,1,16,108.001,N,31,77,57.5,22.5
feayana,LFEAYAC21002-8_10_16,LFEAYAC21002,10,16,108.001,N,45,69,42.5,30.5
feayana,LFEAYAC21002-8_11_16,LFEAYAC21002,11,16,108.001,N,29,67,71.5,32.5
feayana,LFEAYAC21002-8_12_16,LFEAYAC21002,12,16,108.001,N,36,88,51.5,11.5
feayana,LFEAYAC21002-8_13_16,LFEAYAC21002,13,16,108.001,N,72,62,28.5,38.5
feayana,LFEAYAC21002-8_14_16,LFEAYAC21002,14,16,108.001,N,28,68,72.5,37.5
feayana,LFEAYAC21002-8_15_16,LFEAYAC21002,15,16,108.001,N,41,58,63.5,42.5
feayana,LFEAYAC21002-8_16_16,LFEAYAC21002,16,16,108.001,N,61,78,44.5,20.5
feayana,LFEAYAC21002-8_2_16,LFEAYAC21002,2,16,108.001,Y,74,64,35.5,38.5
feayana,LFEAYAC21002-8_3_16,LFEAYAC21002,3,16,108.001,Y,81,62,26.5,38.5
feayana,LFEAYAC21002-8_4_16,LFEAYAC21002,4,16,108.001,N,51,64,43.5,36.5
feayana,LFEAYAC21002-8_5_16,LFEAYAC21002,5,16,108.001,N,54,65,39.5,36.5
feayana,LFEAYAC21002-8_6_16,LFEAYAC21002,6,16,108.001,Y,42,65,53.5,31.5
feayana,LFEAYAC21002-8_7_16,LFEAYAC21002,7,16,108.001,N,27,50,74.5,46.5
feayana,LFEAYAC21002-8_8_16,LFEAYAC21002,8,16,108.001,N,45,70,49.5,29.5
feayana,LFEAYAC21002-8_9_16,LFEAYAC21002,9,16,108.001,N,56,79,33.5,20.5
feayana,LFEAYAC21002-9_1_3,LFEAYAC21002,1,3,107.346,Y,27,85,53.5,15.5
feayana,LFEAYAC21002-9_2_3,LFEAYAC21002,2,3,107.346,N,69,51,31.5,41.5
feayana,LFEAYAC21002-9_3_3,LFEAYAC21002,3,3,107.346,N,59,57,41.5,44.5
feayana,LFEAYAC21005-2_1_3,LFEAYAC21005,1,3,107.002,N,32,27,18.5,23.5
feayana,LFEAYAC21005-2_2_3,LFEAYAC21005,2,3,107.002,N,34,31,15.5,21.5
feayana,LFEAYAC21005-2_3_3,LFEAYAC21005,3,3,107.002,N,35,27,17.5,23.5
feayana,LFEAYAC21005-3_1_2,LFEAYAC21005,1,2,107.25,N,43,70,54.5,30.5
feayana,LFEAYAC21005-3_2_2,LFEAYAC21005,2,2,107.25,N,55,96,48.5,4.5
feayana,LFEAYAC21005-4_1_5,LFEAYAC21005,1,5,107.005,N,73,113,75.5,35.5
feayana,LFEAYAC21005-4_2_5,LFEAYAC21005,2,5,107.005,Y,56,130,96.5,20.5
feayana,LFEAYAC21005-4_3_5,LFEAYAC21005,3,5,107.005,N,86,94,64.5,57.5
feayana,LFEAYAC21005-4_4_5,LFEAYAC21005,4,5,107.005,N,79,92,85.5,58.5
feayana,LFEAYAC21005-4_5_5,LFEAYAC21005,5,5,107.005,N,82,111,71.5,42.5
feayana,LFEAYAC21005-5_1_2,LFEAYAC21005,1,2,109.035,N,98,100,64.5,50.5
feayana,LFEAYAC21005-5_2_2,LFEAYAC21005,2,2,109.035,N,80,86,74.5,65.5
feayana,LFEAYAC21005-6_1_7,LFEAYAC21005,1,7,107.729,Y,76,131,74.5,18.5
feayana,LFEAYAC21005-6_2_7,LFEAYAC21005,2,7,107.729,N,90,93,62.5,57.5
feayana,LFEAYAC21005-6_3_7,LFEAYAC21005,3,7,107.729,Y,104,138,54.5,11.5
feayana,LFEAYAC21005-6_4_7,LFEAYAC21005,4,7,107.729,N,68,83,87.5,69.5
feayana,LFEAYAC21005-6_5_7,LFEAYAC21005,5,7,107.729,Y,87,118,65.5,33.5
feayana,LFEAYAC21005-6_6_7,LFEAYAC21005,6,7,107.729,N,90,80,60.5,71.5
feayana,LFEAYAC21005-6_7_7,LFEAYAC21005,7,7,107.729,N,66,84,86.5,66.5
feayana,LFEAYAC21005-7_1_6,LFEAYAC21005,1,6,107.2727273,N,84,92,55.5,62.5
feayana,LFEAYAC21005-7_2_6,LFEAYAC21005,2,6,107.2727273,N,69,101,88.5,52.5
feayana,LFEAYAC21005-7_3_6,LFEAYAC21005,3,6,107.2727273,N,78,94,81.5,55.5
feayana,LFEAYAC21005-7_4_6,LFEAYAC21005,4,6,107.2727273,N,64,111,84.5,39.5
feayana,LFEAYAC21005-7_5_6,LFEAYAC21005,5,6,107.2727273,Y,46,100,104.5,44.5
feayana,LFEAYAC21005-7_6_6,LFEAYAC21005,6,6,107.2727273,Y,56,112,97.5,37.5
feayana,LFEAYAC21005-8_1_5,LFEAYAC21005,1,5,108.671,Y,126,182,88.5,18.5
feayana,LFEAYAC21005-8_2_5,LFEAYAC21005,2,5,108.671,N,111,111,89.5,90.5
feayana,LFEAYAC21005-8_3_5,LFEAYAC21005,3,5,108.671,N,110,112,91.5,87.5
feayana,LFEAYAC21005-8_4_5,LFEAYAC21005,4,5,108.671,N,87,128,97.5,69.5
feayana,LFEAYAC21005-8_5_5,LFEAYAC21005,5,5,108.671,N,111,131,86.5,71.5
feayana,LFEAYAC21005-9_1_5,LFEAYAC21005,1,5,108.669,Y,93,131,96.5,67.5
feayana,LFEAYAC21005-9_2_5,LFEAYAC21005,2,5,108.669,Y,96,108,104.5,89.5
feayana,LFEAYAC21005-9_3_5,LFEAYAC21005,3,5,108.669,Y,106,132,88.5,66.5
feayana,LFEAYAC21005-9_4_5,LFEAYAC21005,4,5,108.669,N,102,131,99.5,70.5
feayana,LFEAYAC21005-9_5_5,LFEAYAC21005,5,5,108.669,Y,100,127,94.5,74.5
feayana,LFEAYBS17066-1__8,LFEAYBS17066,,8,get scale from original image (check Svea's redo of Jaret's work),,,,,
feayana,LFEAYBS17066-2_1_1,LFEAYBS17066,1,1,108.029,N,87,113,113.5,90.5
feayana,LFEAYBS17066-4_1_3,LFEAYBS17066,1,3,108.335,N,85,80,64.5,68.5
feayana,LFEAYBS17066-4_2_3,LFEAYBS17066,2,3,108.335,N,66,102,92.5,46.5
feayana,LFEAYBS17066-4_3_3,LFEAYBS17066,3,3,108.335,N,106,131,64.5,20.5
feayana,LFEAYBS17066-5_1_7,LFEAYBS17066,1,7,109,N,47,63,50.5,38.5
feayana,LFEAYBS17066-5_2_7,LFEAYBS17066,2,7,109,N,62,56,37.5,43.5
feayana,LFEAYBS17066-5_3_7,LFEAYBS17066,3,7,109,N,65,53,32.5,43.5
feayana,LFEAYBS17066-5_4_7,LFEAYBS17066,4,7,109,N,53,68,47.5,34.5
feayana,LFEAYBS17066-5_5_7,LFEAYBS17066,5,7,109,N,52,63,49.5,38.5
feayana,LFEAYBS17066-5_6_7,LFEAYBS17066,6,7,109,N,45,78,49.5,23.5
feayana,LFEAYBS17066-5_7_7,LFEAYBS17066,7,7,109,N,37,52,63.5,45.5
feayana,LFEAYBS17066-7_1_1,LFEAYBS17066,1,1,109.002,Y,108,152,89.5,49.5
feayana,LFEAYBS17066-9_1_10,LFEAYBS17066,1,10,107.334,N,42,71,60.5,29.5
feayana,LFEAYBS17066-9_10_10,LFEAYBS17066,10,10,107.334,N,43,60,57.5,38.5
feayana,LFEAYBS17066-9_2_10,LFEAYBS17066,2,10,107.334,N,51,67,46.5,33.5
feayana,LFEAYBS17066-9_3_10,LFEAYBS17066,3,10,107.334,N,41,62,58.5,42.5
feayana,LFEAYBS17066-9_4_10,LFEAYBS17066,4,10,107.334,N,42,57,52.5,43.5
feayana,LFEAYBS17066-9_5_10,LFEAYBS17066,5,10,107.334,N,44,58,56.5,44.5
feayana,LFEAYBS17066-9_6_10,LFEAYBS17066,6,10,107.334,N,52,63,42.5,37.5
feayana,LFEAYBS17066-9_7_10,LFEAYBS17066,7,10,107.334,N,60,59,40.5,42.5
feayana,LFEAYBS17066-9_8_10,LFEAYBS17066,8,10,107.334,N,42,62,56.5,39.5
feayana,LFEAYBS17066-9_9_10,LFEAYBS17066,9,10,107.334,N,55,60,48.5,41.5
feayana,LFEAYBS17070-1__6,LFEAYBS17070,,6,109,,,,,
feayana,LFEAYBS17070-6_1_1,LFEAYBS17070,1,1,109.008,,,,,
feayana,LFEAYBS17071-4_1_3,LFEAYBS17071,1,3,108.753,N,55,60,43.5,39.5
feayana,LFEAYBS17071-4_2_3,LFEAYBS17071,2,3,108.753,N,59,70,39.5,29.5
feayana,LFEAYBS17071-4_3_3,LFEAYBS17071,3,3,108.753,N,45,65,51.5,36.5
feayana,LFEAYLD21004-2_1_1,LFEAYLD21004,1,1,109.341,N,75,75,38.5,24.5
feayana,LFEAYLD21004-4_1_2,LFEAYLD21004,1,2,108.035,N,29,69,43.5,30.5
feayana,LFEAYLD21004-4_2_2,LFEAYLD21004,2,2,108.035,N,35,79,67.5,19.5
feayana,LFEAYLD21004-5_1_2,LFEAYLD21004,1,2,110.002,N,46,70,56.5,33.5
feayana,LFEAYLD21004-5_2_2,LFEAYLD21004,2,2,110.002,N,45,61,54.5,38.5
feayana,LFEAYLD21004-6_1_2,LFEAYLD21004,1,2,107.769,Y,75,128,48.5,22.5
feayana,LFEAYLD21004-6_2_2,LFEAYLD21004,2,2,107.769,Y,72,117,83.5,33.5
feayana,LFEAYLD21004-7_1_3,LFEAYLD21004,1,3,110.018,N,48,94,102.5,63.5
feayana,LFEAYLD21004-7_2_3,LFEAYLD21004,2,3,110.018,N,71,95,75.5,57.5
feayana,LFEAYLD21004-7_3_3,LFEAYLD21004,3,3,110.018,N,58,84,91.5,64.5
feayana,LFEAYLD21004-8_1_4,LFEAYLD21004,1,4,108.773,N,84,97,62.5,53.5
feayana,LFEAYLD21004-8_2_4,LFEAYLD21004,2,4,108.773,N,78,91,75.5,61.5
feayana,LFEAYLD21004-8_3_4,LFEAYLD21004,3,4,108.773,N,79,100,80.5,51.5
feayana,LFEAYLD21004-8_4_4,LFEAYLD21004,4,4,108.773,N,81,96,69.5,54.4
feayana,LFEAYLD21006-10_1_7,LFEAYLD21006,1,7,108.008,,,,,
feayana,LFEAYLD21006-10_2_7,LFEAYLD21006,2,7,108.008,,,,,
feayana,LFEAYLD21006-10_3_7,LFEAYLD21006,3,7,108.008,,,,,
feayana,LFEAYLD21006-10_4_7,LFEAYLD21006,4,7,108.008,,,,,
feayana,LFEAYLD21006-10_5_7,LFEAYLD21006,5,7,108.008,,,,,
feayana,LFEAYLD21006-10_6_7,LFEAYLD21006,6,7,108.008,,,,,
feayana,LFEAYLD21006-10_7_7,LFEAYLD21006,7,7,108.008,,,,,
feayana,LFEAYLD21006-16_1_9,LFEAYLD21006,1,9,108.033,,,,,
feayana,LFEAYLD21006-16_2_9,LFEAYLD21006,2,9,108.033,,,,,
feayana,LFEAYLD21006-16_3_9,LFEAYLD21006,3,9,108.033,,,,,
feayana,LFEAYLD21006-16_4_9,LFEAYLD21006,4,9,108.033,,,,,
feayana,LFEAYLD21006-16_5_9,LFEAYLD21006,5,9,108.033,,,,,
feayana,LFEAYLD21006-16_6_9,LFEAYLD21006,6,9,108.033,,,,,
feayana,LFEAYLD21006-16_7_9,LFEAYLD21006,7,9,108.033,,,,,
feayana,LFEAYLD21006-16_8_9,LFEAYLD21006,8,9,108.033,,,,,
feayana,LFEAYLD21006-16_9_9,LFEAYLD21006,9,9,108.033,,,,,
feayana,LFEAYLD21006-17_1_4,LFEAYLD21006,1,4,107.269,,,,,
feayana,LFEAYLD21006-17_2_4,LFEAYLD21006,2,4,107.269,,,,,
feayana,LFEAYLD21006-17_3_4,LFEAYLD21006,3,4,107.269,,,,,
feayana,LFEAYLD21006-17_4_4,LFEAYLD21006,4,4,107.269,,,,,
feayana,LFEAYLD21006-18_1_2,LFEAYLD21006,1,2,109.355,,,,,
feayana,LFEAYLD21006-18_2_2,LFEAYLD21006,2,2,109.355,,,,,
feayana,LFEAYLD21006-2_1_3,LFEAYLD21006,1,3,108.753,,,,,
feayana,LFEAYLD21006-2_2_3,LFEAYLD21006,2,3,108.753,,,,,
feayana,LFEAYLD21006-2_3_3,LFEAYLD21006,3,3,108.753,,,,,
feayana,LFEAYLD21006-3_1_7,LFEAYLD21006,1,7,108.334,,,,,
feayana,LFEAYLD21006-3_2_7,LFEAYLD21006,2,7,108.334,,,,,
feayana,LFEAYLD21006-3_3_7,LFEAYLD21006,3,7,108.334,,,,,
feayana,LFEAYLD21006-3_4_7,LFEAYLD21006,4,7,108.334,,,,,
feayana,LFEAYLD21006-3_5_7,LFEAYLD21006,5,7,108.334,,,,,
feayana,LFEAYLD21006-3_6_7,LFEAYLD21006,6,7,108.334,,,,,
feayana,LFEAYLD21006-3_7_7,LFEAYLD21006,7,7,108.334,,,,,
feayana,LFEAYLD21006-9_1_5,LFEAYLD21006,1,5,108.764,,,,,
feayana,LFEAYLD21006-9_2_5,LFEAYLD21006,2,5,108.764,,,,,
feayana,LFEAYLD21006-9_3_5,LFEAYLD21006,3,5,108.764,,,,,
feayana,LFEAYLD21006-9_4_5,LFEAYLD21006,4,5,108.764,,,,,
feayana,LFEAYLD21006-9_5_5,LFEAYLD21006,5,5,108.764,,,,,
feayana,LFEAYLD22006-1x3_1_c_1_7,LFEAYLD22006,1,7,236,Y,127,218,174.5,135.5
feayana,LFEAYLD22006-1x3_1_c_2_7,LFEAYLD22006,2,7,236,Y,160,322,163.5,29.5
feayana,LFEAYLD22006-1x3_1_c_3_7,LFEAYLD22006,3,7,236,Y,167,303,189.5,46.5
feayana,LFEAYLD22006-1x3_1_c_4_7,LFEAYLD22006,4,7,236,Y,153,269,163.5,81.5
feayana,LFEAYLD22006-1x3_1_c_5_7,LFEAYLD22006,5,7,236,Y,191,238,154.5,109.5
feayana,LFEAYLD22006-1x3_1_c_6_7,LFEAYLD22006,6,7,236,Y,151,231,186.5,118.5
feayana,LFEAYLD22006-1x3_1_c_7_7,LFEAYLD22006,7,7,236,Y,169,227,176.5,115.5
feayana,LFEAYLD22006-1x3_2_c_2_6,LFEAYLD22006,2,6,236,Y,186,238,151.5,78.5
