species,file,site,node,count,px_cm,include,base_x,base_y,tip_x,tip_y
feayana,LFEAYLD22006-1x3_2_c_3_6,LFEAYLD22006,3,6,236,Y,181,306,174.5,42.5
feayana,LFEAYLD22006-1x3_2_c_4_6,LFEAYLD22006,4,6,236,Y,161,281,190.5,67.5
feayana,LFEAYLD22006-1x3_2_c_5_6,LFEAYLD22006,5,6,236,Y,183,265,184.5,85.5
feayana,LFEAYLD22006-1x3_2_c_6_6,LFEAYLD22006,6,6,236,Y,193,260,154.5,91.5
feayana,LFEAYLD22006-1x3_3_c_1_4,LFEAYLD22006,1,4,236,Y,140,293,190.5,45.5
feayana,LFEAYLD22006-1x3_3_c_2_4,LFEAYLD22006,2,4,236,Y,153,236,194.5,113.5
feayana,LFEAYLD22006-1x3_3_c_3_4,LFEAYLD22006,3,4,236,Y,201,271,177.5,80.5
feayana,LFEAYLD22006-1x3_3_c_4_4,LFEAYLD22006,4,4,236,Y,174,307,187.5,39.5
feayana,LFEAYLD22006-1x3_3_r_1_1,LFEAYLD22006,1,1,236,Y,183,244,174.5,105.5
feayana,LFEAYLD22006-1x3_4_c_1_8,LFEAYLD22006,1,8,236,Y,193,239,161.5,112.5
feayana,LFEAYLD22006-1x3_4_c_2_8,LFEAYLD22006,2,8,236,Y,192,226,155.5,114.5
feayana,LFEAYLD22006-1x3_4_c_3_8,LFEAYLD22006,3,8,236,Y,174,271,155.5,81.5
feayana,LFEAYLD22006-1x3_4_c_4_8,LFEAYLD22006,4,8,236,Y,201,232,153.5,123.5
feayana,LFEAYLD22006-1x3_4_c_5_8,LFEAYLD22006,5,8,236,Y,172,234,172.5,114.5
feayana,LFEAYLD22006-1x3_4_c_6_8,LFEAYLD22006,6,8,236,Y,172,257,164.5,91.5
feayana,LFEAYLD22006-1x3_4_c_7_8,LFEAYLD22006,7,8,236,Y,216,251,152.5,130.5
feayana,LFEAYLD22006-1x3_4_c_8_8,LFEAYLD22006,8,8,236,Y,178,229,177.5,123.5
feayana,LFEAYLD2x006-1x3_1_c_1_7,LFEAYLD2x006,1,7,236,Y,224,280,216.5,159.5
feayana,LFEAYLD2x006-1x3_1_c_2_7,LFEAYLD2x006,2,7,236,Y,230,308,220.5,144.5
feayana,LFEAYLD2x006-1x3_1_c_3_7,LFEAYLD2x006,3,7,236,Y,198,308,248.5,142.5
feayana,LFEAYLD2x006-1x3_1_c_4_7,LFEAYLD2x006,4,7,236,Y,189,271,219.5,171.5
feayana,LFEAYLD2x006-1x3_1_c_5_7,LFEAYLD2x006,5,7,236,Y,200,291,231.5,151.5
feayana,LFEAYLD2x006-1x3_1_c_6_7,LFEAYLD2x006,6,7,236,Y,206,313,210.5,134.5
feayana,LFEAYLD2x006-1x3_1_c_7_7,LFEAYLD2x006,7,7,236,Y,217,301,202.5,149.5
feayana,LFEAYLD2x006-1x3_2_c_1_5,LFEAYLD2x006,1,5,236,Y,247,292,212.5,157.5
feayana,LFEAYLD2x006-1x3_2_c_2_5,LFEAYLD2x006,2,5,236,Y,245,332,223.5,113.5
feayana,LFEAYLD2x006-1x3_2_c_3_5,LFEAYLD2x006,3,5,236,Y,241,317,206.5,130.5
feayana,LFEAYLD2x006-1x3_2_c_4_5,LFEAYLD2x006,4,5,236,Y,227,295,231.5,156.5
feayana,LFEAYLD2x006-1x3_2_c_5_5,LFEAYLD2x006,5,5,236,Y,226,279,225.5,170.5
feayana,LFEAYLD2x006-1x3_3_c_2_4,LFEAYLD2x006,2,4,236,Y,225,350,199.5,102.5
feayana,LFEAYLD2x006-1x3_3_c_3_4,LFEAYLD2x006,3,4,236,Y,212,310,244.5,141.5
feayana,LFEAYLD2x006-1x3_3_c_4_4,LFEAYLD2x006,4,4,236,Y,226,291,230.5,154.5
flaccidifolia,LFLACBS17080-1_1_1,LFLACBS17080,1,1,97.457,,,,,
flaccidifolia,LFLACCB21015-1_1_18,LFLACCB21015,1,18,96.5,Y,334,560,271.5,16.833
flaccidifolia,LFLACCB21015-1_10_18,LFLACCB21015,10,18,96.5,Y,277,558,287.5,20.833
flaccidifolia,LFLACCB21015-1_11_18,LFLACCB21015,11,18,96.5,Y,266,509,294.167,64.833
flaccidifolia,LFLACCB21015-1_12_18,LFLACCB21015,12,18,96.5,Y,278,496,286.167,76.833
flaccidifolia,LFLACCB21015-1_13_18,LFLACCB21015,13,18,96.5,Y,253,480,306.167,94.167
flaccidifolia,LFLACCB21015-1_14_18,LFLACCB21015,14,18,96.5,Y,261,452,291.5,120.833
flaccidifolia,LFLACCB21015-1_15_18,LFLACCB21015,15,18,96.5,Y,293,436,272.833,140.833
flaccidifolia,LFLACCB21015-1_16_18,LFLACCB21015,16,18,96.5,Y,301,417,262.167,167.5
flaccidifolia,LFLACCB21015-1_17_18,LFLACCB21015,17,18,96.5,Y,297,373,279.5,207.5
flaccidifolia,LFLACCB21015-1_18_18,LFLACCB21015,18,18,96.5,Y,300,370,280.833,208.833
flaccidifolia,LFLACCB21015-1_2_18,LFLACCB21015,2,18,96.5,Y,312,545,294.167,30.167
flaccidifolia,LFLACCB21015-1_3_18,LFLACCB21015,3,18,96.5,Y,277,502,311.5,79.5
flaccidifolia,LFLACCB21015-1_4_18,LFLACCB21015,4,18,96.5,Y,281,497,266.167,80.833
flaccidifolia,LFLACCB21015-1_5_18,LFLACCB21015,5,18,96.5,Y,260,452,315.5,128.833
flaccidifolia,LFLACCB21015-1_6_18,LFLACCB21015,6,18,96.5,Y,285,446,284.833,131.5
flaccidifolia,LFLACCB21015-1_7_18,LFLACCB21015,7,18,96.5,Y,297,413,284.833,164.833
flaccidifolia,LFLACCB21015-1_8_18,LFLACCB21015,8,18,96.5,Y,280,376,290.167,199.5
flaccidifolia,LFLACCB21015-1_9_18,LFLACCB21015,9,18,96.5,Y,297,349,291.5,220.833
flaccidifolia,LFLACCB21015-10_1_24,LFLACCB21015,1,24,97.021,Y,210,352,208.5,51.5
flaccidifolia,LFLACCB21015-10_10_24,LFLACCB21015,10,24,97.021,Y,225,390,228.5,7.5
flaccidifolia,LFLACCB21015-10_11_24,LFLACCB21015,11,24,97.021,Y,193,335,190.5,63.5
flaccidifolia,LFLACCB21015-10_12_24,LFLACCB21015,12,24,97.021,Y,197,338,178.5,64.5
flaccidifolia,LFLACCB21015-10_13_24,LFLACCB21015,13,24,97.021,Y,224,257,175.5,146.5
flaccidifolia,LFLACCB21015-10_14_24,LFLACCB21015,14,24,97.021,Y,223,299,176.5,101.5
flaccidifolia,LFLACCB21015-10_15_24,LFLACCB21015,15,24,97.021,Y,196,263,196.5,142.5
flaccidifolia,LFLACCB21015-10_16_24,LFLACCB21015,16,24,97.021,Y,192,280,185.5,120.5
flaccidifolia,LFLACCB21015-10_17_24,LFLACCB21015,17,24,97.021,Y,195,221,203.5,176.5
flaccidifolia,LFLACCB21015-10_18_24,LFLACCB21015,18,24,97.021,Y,189,253,210.5,153.5
flaccidifolia,LFLACCB21015-10_19_24,LFLACCB21015,19,24,97.021,Y,210,277,188.5,127.5
flaccidifolia,LFLACCB21015-10_2_24,LFLACCB21015,2,24,97.021,Y,187,308,185.5,95.5
flaccidifolia,LFLACCB21015-10_20_24,LFLACCB21015,20,24,97.021,Y,204,241,194.5,152.5
flaccidifolia,LFLACCB21015-10_21_24,LFLACCB21015,21,24,97.021,Y,214,238,184.5,158.5
flaccidifolia,LFLACCB21015-10_22_24,LFLACCB21015,22,24,97.021,Y,206,230,192.5,169.5
flaccidifolia,LFLACCB21015-10_23_24,LFLACCB21015,23,24,97.021,Y,196,225,204.5,178.5
flaccidifolia,LFLACCB21015-10_24_24,LFLACCB21015,24,24,97.021,Y,194,215,210.5,183.5
flaccidifolia,LFLACCB21015-10_3_24,LFLACCB21015,3,24,97.021,Y,190,307,220.5,103.5
flaccidifolia,LFLACCB21015-10_4_24,LFLACCB21015,4,24,97.021,Y,197,238,204.5,162.5
flaccidifolia,LFLACCB21015-10_5_24,LFLACCB21015,5,24,97.021,Y,226,258,182.5,138.5
flaccidifolia,LFLACCB21015-10_6_24,LFLACCB21015,6,24,97.021,Y,191,295,198.5,113.5
flaccidifolia,LFLACCB21015-10_7_24,LFLACCB21015,7,24,97.021,Y,205,347,190.5,61.5
flaccidifolia,LFLACCB21015-10_8_24,LFLACCB21015,8,24,97.021,Y,202,380,175.5,15.5
flaccidifolia,LFLACCB21015-10_9_24,LFLACCB21015,9,24,97.021,Y,221,366,206.5,39.5
flaccidifolia,LFLACCB21015-2_1_19,LFLACCB21015,1,19,96.672,Y,287,380,193.5,120.5
flaccidifolia,LFLACCB21015-2_10_19,LFLACCB21015,10,19,96.672,Y,255,490,236.5,9.5
flaccidifolia,LFLACCB21015-2_11_19,LFLACCB21015,11,19,96.672,Y,238,327,253.5,175.5
flaccidifolia,LFLACCB21015-2_12_19,LFLACCB21015,12,19,96.672,Y,261,293,231.5,217.5
flaccidifolia,LFLACCB21015-2_13_19,LFLACCB21015,13,19,96.672,Y,215,428,277.5,73.5
flaccidifolia,LFLACCB21015-2_14_19,LFLACCB21015,14,19,96.672,Y,253,349,230.5,166.5
flaccidifolia,LFLACCB21015-2_15_19,LFLACCB21015,15,19,96.672,N,232,324,260.5,175.5
flaccidifolia,LFLACCB21015-2_16_19,LFLACCB21015,16,19,96.672,N,231,312,271.5,196.5
flaccidifolia,LFLACCB21015-2_17_19,LFLACCB21015,17,19,96.672,N,261,415,252.5,85.5
flaccidifolia,LFLACCB21015-2_18_19,LFLACCB21015,18,19,96.672,Y,223,364,281.5,138.5
flaccidifolia,LFLACCB21015-2_19_19,LFLACCB21015,19,19,96.672,Y,243,321,269.5,172.5
flaccidifolia,LFLACCB21015-2_2_19,LFLACCB21015,2,19,96.672,Y,295,394,216.5,108.5
flaccidifolia,LFLACCB21015-2_3_19,LFLACCB21015,3,19,96.672,Y,307,380,225.5,111.5
flaccidifolia,LFLACCB21015-2_4_19,LFLACCB21015,4,19,96.672,Y,290,463,243.5,40.5
flaccidifolia,LFLACCB21015-2_5_19,LFLACCB21015,5,19,96.672,Y,300,479,232.5,23.5
flaccidifolia,LFLACCB21015-2_6_19,LFLACCB21015,6,19,96.672,Y,314,471,203.5,27.5
flaccidifolia,LFLACCB21015-2_7_19,LFLACCB21015,7,19,96.672,Y,279,480,236.5,21.5
flaccidifolia,LFLACCB21015-2_8_19,LFLACCB21015,8,19,96.672,Y,204,485,299.5,13.5
flaccidifolia,LFLACCB21015-2_9_19,LFLACCB21015,9,19,96.672,Y,257,304,241.5,195.5
flaccidifolia,LFLACCB21015-3_1_6,LFLACCB21015,1,6,96.009,Y,184,393,228.5,7.5
flaccidifolia,LFLACCB21015-3_2_6,LFLACCB21015,2,6,96.009,Y,203,334,190.5,66.5
flaccidifolia,LFLACCB21015-3_3_6,LFLACCB21015,3,6,96.009,Y,177,387,219.5,15.5
flaccidifolia,LFLACCB21015-3_4_6,LFLACCB21015,4,6,96.009,Y,184,361,225.5,40.5
flaccidifolia,LFLACCB21015-3_5_6,LFLACCB21015,5,6,96.009,Y,215,319,190.5,82.5
flaccidifolia,LFLACCB21015-3_6_6,LFLACCB21015,6,6,96.009,Y,201,284,209.5,118.5
flaccidifolia,LFLACCB21015-5_1_9,LFLACCB21015,1,9,97.021,Y,209,454,246.5,21.5
flaccidifolia,LFLACCB21015-5_2_9,LFLACCB21015,2,9,97.021,Y,211,461,260.5,12.5
flaccidifolia,LFLACCB21015-5_3_9,LFLACCB21015,3,9,97.021,Y,212,428,262.5,44.5
flaccidifolia,LFLACCB21015-5_4_9,LFLACCB21015,4,9,97.021,Y,218,402,269.5,74.5
flaccidifolia,LFLACCB21015-5_5_9,LFLACCB21015,5,9,97.021,Y,204,423,263.5,51.5
flaccidifolia,LFLACCB21015-5_6_9,LFLACCB21015,6,9,97.021,Y,254,379,240.5,99.5
flaccidifolia,LFLACCB21015-5_7_9,LFLACCB21015,7,9,97.021,Y,242,376,233.5,97.5
flaccidifolia,LFLACCB21015-5_8_9,LFLACCB21015,8,9,97.021,Y,240,280,233.5,193.5
flaccidifolia,LFLACCB21015-5_9_9,LFLACCB21015,9,9,97.021,Y,258,299,206.5,179.5
flaccidifolia,LFLACCB21015-8_1_5,LFLACCB21015,1,5,96.753,Y,187,341,189.5,11.5
flaccidifolia,LFLACCB21015-8_2_5,LFLACCB21015,2,5,96.753,Y,129,254,219.5,94.5
flaccidifolia,LFLACCB21015-8_3_5,LFLACCB21015,3,5,96.753,Y,173,215,172.5,135.5
flaccidifolia,LFLACCB21015-8_4_5,LFLACCB21015,4,5,96.753,Y,194,204,159.5,147.5
flaccidifolia,LFLACCB21015-8_5_5,LFLACCB21015,5,5,96.753,Y,185,201,158.5,150.5
flaccidifolia,LFLACCB21015-9_1_9,LFLACCB21015,1,9,96.001,Y,154,345,234.5,53.5
flaccidifolia,LFLACCB21015-9_2_9,LFLACCB21015,2,9,96.001,Y,167,378,211.5,27.5
flaccidifolia,LFLACCB21015-9_3_9,LFLACCB21015,3,9,96.001,Y,198,358,220.5,43.5
flaccidifolia,LFLACCB21015-9_4_9,LFLACCB21015,4,9,96.001,Y,200,361,209.5,38.5
flaccidifolia,LFLACCB21015-9_5_9,LFLACCB21015,5,9,96.001,Y,226,333,167.5,68.5
flaccidifolia,LFLACCB21015-9_6_9,LFLACCB21015,6,9,96.001,Y,202,272,200.5,134.5
flaccidifolia,LFLACCB21015-9_7_9,LFLACCB21015,7,9,96.001,Y,199,228,208.5,172.5
flaccidifolia,LFLACCB21015-9_8_9,LFLACCB21015,8,9,96.001,Y,201,234,213.5,169.5
flaccidifolia,LFLACCB21015-9_9_9,LFLACCB21015,9,9,96.001,Y,211,225,189.5,170.5
flaccidifolia,LFLACCB21018-1_1_6,LFLACCB21018,1,6,97.005,Y,116,296,138.5,64.5
flaccidifolia,LFLACCB21018-1_2_6,LFLACCB21018,2,6,97.005,Y,181,332,135.5,18.5
flaccidifolia,LFLACCB21018-1_3_6,LFLACCB21018,3,6,97.005,Y,146,299,198.5,49.5
flaccidifolia,LFLACCB21018-1_4_6,LFLACCB21018,4,6,97.005,Y,181,345,153.5,6.5
flaccidifolia,LFLACCB21018-1_5_6,LFLACCB21018,5,6,97.005,Y,180,335,194.5,12.5
flaccidifolia,LFLACCB21018-1_6_6,LFLACCB21018,6,6,97.005,Y,195,271,154.5,76.5
flaccidifolia,LFLACCB21018-2_1_13,LFLACCB21018,1,13,96.064,Y,188,295,174.5,58.5
flaccidifolia,LFLACCB21018-2_10_13,LFLACCB21018,10,13,96.064,Y,177,221,185.5,135.5
flaccidifolia,LFLACCB21018-2_11_13,LFLACCB21018,11,13,96.064,Y,197,232,150.5,126.5
flaccidifolia,LFLACCB21018-2_12_13,LFLACCB21018,12,13,96.064,Y,197,249,157.5,103.5
flaccidifolia,LFLACCB21018-2_13_13,LFLACCB21018,13,13,96.064,N,173,205,171.5,147.5
flaccidifolia,LFLACCB21018-2_2_13,LFLACCB21018,2,13,96.064,Y,197,330,180.5,18.5
flaccidifolia,LFLACCB21018-2_3_13,LFLACCB21018,3,13,96.064,Y,184,332,183.5,18.5
flaccidifolia,LFLACCB21018-2_4_13,LFLACCB21018,4,13,96.064,Y,147,308,196.5,44.5
flaccidifolia,LFLACCB21018-2_5_13,LFLACCB21018,5,13,96.064,Y,146,296,186.5,53.5
flaccidifolia,LFLACCB21018-2_6_13,LFLACCB21018,6,13,96.064,Y,170,272,151.5,83.5
flaccidifolia,LFLACCB21018-2_7_13,LFLACCB21018,7,13,96.064,Y,190,254,202.5,94.5
flaccidifolia,LFLACCB21018-2_8_13,LFLACCB21018,8,13,96.064,Y,162,224,183.5,125.5
flaccidifolia,LFLACCB21018-2_9_13,LFLACCB21018,9,13,96.064,Y,171,258,188.5,96.5
flaccidifolia,LFLACCB21018-3_1_13,LFLACCB21018,1,13,93.81818182,Y,205,509,396.833,95.5
flaccidifolia,LFLACCB21018-3_10_13,LFLACCB21018,10,13,93.81818182,Y,257,502,350.167,96.833
flaccidifolia,LFLACCB21018-3_11_13,LFLACCB21018,11,13,93.81818182,Y,317,472,315.5,131.5
flaccidifolia,LFLACCB21018-3_12_13,LFLACCB21018,12,13,93.81818182,Y,268.5,392.5,337,208
flaccidifolia,LFLACCB21018-3_13_13,LFLACCB21018,13,13,93.81818182,N,293.25,334.5,309.25,265.75
flaccidifolia,LFLACCB21018-3_2_13,LFLACCB21018,2,13,93.81818182,Y,197,464,398.167,135.5
flaccidifolia,LFLACCB21018-3_3_13,LFLACCB21018,3,13,93.81818182,Y,208,468,391.5,131.5
flaccidifolia,LFLACCB21018-3_4_13,LFLACCB21018,4,13,93.81818182,Y,232,441,368.833,158.167
flaccidifolia,LFLACCB21018-3_5_13,LFLACCB21018,5,13,93.81818182,Y,282,414,314.167,191.5
flaccidifolia,LFLACCB21018-3_6_13,LFLACCB21018,6,13,93.81818182,N,294,360,299.5,238.167
flaccidifolia,LFLACCB21018-3_7_13,LFLACCB21018,7,13,93.81818182,Y,206,564,392.833,36.833
flaccidifolia,LFLACCB21018-3_8_13,LFLACCB21018,8,13,93.81818182,Y,262,490,310.167,115.5
flaccidifolia,LFLACCB21018-3_9_13,LFLACCB21018,9,13,93.81818182,Y,280,550,346.167,66.167
flaccidifolia,LFLACCB21018-4_1_5,LFLACCB21018,1,5,96.532,Y,270,401,296.833,204.833
flaccidifolia,LFLACCB21018-4_2_5,LFLACCB21018,2,5,96.532,Y,273,594,330.167,3.5
flaccidifolia,LFLACCB21018-4_3_5,LFLACCB21018,3,5,96.532,Y,288,589,300.833,23.5
flaccidifolia,LFLACCB21018-4_4_5,LFLACCB21018,4,5,96.532,Y,304,528,294.167,70.167
flaccidifolia,LFLACCB21018-4_5_5,LFLACCB21018,5,5,96.532,Y,284,508,316.833,90.167
flaccidifolia,LFLACCB21018-5_1_8,LFLACCB21018,1,8,96.753,Y,306,410,190.167,138.167
flaccidifolia,LFLACCB21018-5_2_8,LFLACCB21018,2,8,96.753,Y,213,9,306.167,539.5
flaccidifolia,LFLACCB21018-5_3_8,LFLACCB21018,3,8,96.753,Y,228,29,311.5,518.167
flaccidifolia,LFLACCB21018-5_4_8,LFLACCB21018,4,8,96.753,Y,310,500,264.833,60.833
flaccidifolia,LFLACCB21018-5_5_8,LFLACCB21018,5,8,96.753,Y,245,84,274.167,460.833
flaccidifolia,LFLACCB21018-5_6_8,LFLACCB21018,6,8,96.753,Y,284,121,299.5,438.167
flaccidifolia,LFLACCB21018-5_7_8,LFLACCB21018,7,8,96.753,Y,296,413,262.167,136.833
flaccidifolia,LFLACCB21018-5_8_8,LFLACCB21018,8,8,96.753,Y,301,345,266.167,212.833
flaccidifolia,LFLACCB21018-7_1_15,LFLACCB21018,1,15,96.282,Y,576,278,539.5,579.5
flaccidifolia,LFLACCB21018-7_10_15,LFLACCB21018,10,15,96.282,Y,398,640,407.5,179.5
flaccidifolia,LFLACCB21018-7_11_15,LFLACCB21018,11,15,96.282,Y,400,510,413.5,325.5
flaccidifolia,LFLACCB21018-7_12_15,LFLACCB21018,12,15,96.282,Y,412,506,405.5,325.5
flaccidifolia,LFLACCB21018-7_13_15,LFLACCB21018,13,15,96.282,Y,412,560,413.5,265.5
flaccidifolia,LFLACCB21018-7_14_15,LFLACCB21018,14,15,96.282,Y,414,488,391.5,331.5
flaccidifolia,LFLACCB21018-7_15_15,LFLACCB21018,15,15,96.282,Y,422,446,415.5,387.5
flaccidifolia,LFLACCB21018-7_2_15,LFLACCB21018,2,15,96.282,Y,346,124,453.5,707.5
flaccidifolia,LFLACCB21018-7_3_15,LFLACCB21018,3,15,96.282,Y,524,108,303.5,723.5
flaccidifolia,LFLACCB21018-7_4_15,LFLACCB21018,4,15,96.282,Y,362,136,495.5,607.5
flaccidifolia,LFLACCB21018-7_5_15,LFLACCB21018,5,15,96.282,Y,416,16,403.5,809.5
flaccidifolia,LFLACCB21018-7_6_15,LFLACCB21018,6,15,96.282,Y,356,56,465.5,775.5
flaccidifolia,LFLACCB21018-7_7_15,LFLACCB21018,7,15,96.282,Y,336,190,555.5,533.5
flaccidifolia,LFLACCB21018-7_8_15,LFLACCB21018,8,15,96.282,Y,476,576,495.5,459.5
flaccidifolia,LFLACCB21018-7_9_15,LFLACCB21018,9,15,96.282,Y,390,290,481.5,417.5
flaccidifolia,LFLACCB21018-8_1_13,LFLACCB21018,1,13,96.512,Y,329,665,404.833,82.167
flaccidifolia,LFLACCB21018-8_10_13,LFLACCB21018,10,13,96.512,Y,380,592,362.167,159.5
flaccidifolia,LFLACCB21018-8_11_13,LFLACCB21018,11,13,96.512,Y,336,536,415.5,211.5
flaccidifolia,LFLACCB21018-8_12_13,LFLACCB21018,12,13,96.512,Y,388,464,352.833,290.167
flaccidifolia,LFLACCB21018-8_13_13,LFLACCB21018,13,13,96.512,Y,381,416,371.5,335.5
flaccidifolia,LFLACCB21018-8_2_13,LFLACCB21018,2,13,96.512,Y,332,664,423.5,86.167
flaccidifolia,LFLACCB21018-8_3_13,LFLACCB21018,3,13,96.512,Y,349,670,446.167,78.167
flaccidifolia,LFLACCB21018-8_4_13,LFLACCB21018,4,13,96.512,Y,354,730,387.5,20.833
flaccidifolia,LFLACCB21018-8_5_13,LFLACCB21018,5,13,96.512,Y,378,677,400.833,72.833
flaccidifolia,LFLACCB21018-8_6_13,LFLACCB21018,6,13,96.512,Y,333,674,424.833,70.167
flaccidifolia,LFLACCB21018-8_7_13,LFLACCB21018,7,13,96.512,Y,345,650,383.5,107.5
flaccidifolia,LFLACCB21018-8_8_13,LFLACCB21018,8,13,96.512,Y,354,609,428.833,143.5
flaccidifolia,LFLACCB21018-8_9_13,LFLACCB21018,9,13,96.512,Y,370,632,420.833,122.167
flaccidifolia,LFLACLD17116_0_r_11_47,LFLACLD17116,11,47,118,Y,448,700,431.5,151.5
flaccidifolia,LFLACLD17116_0_r_13_47,LFLACLD17116,13,47,118,Y,418,688,469.5,159.5
flaccidifolia,LFLACLD17116_0_r_14_47,LFLACLD17116,14,47,118,Y,444,586,432.833,264.833
flaccidifolia,LFLACLD17116_0_r_15_47,LFLACLD17116,15,47,118,Y,440,726,435.5,126.167
flaccidifolia,LFLACLD17116_0_r_16_47,LFLACLD17116,16,47,118,Y,428,538,423.5,314.167
flaccidifolia,LFLACLD17116_0_r_17_47,LFLACLD17116,17,47,118,Y,417,601,408.833,254.167
flaccidifolia,LFLACLD17116_0_r_19_47,LFLACLD17116,19,47,118,Y,416,740,419.5,110.167
flaccidifolia,LFLACLD17116_0_r_20_47,LFLACLD17116,20,47,118,Y,428,628,411.5,224.833
flaccidifolia,LFLACLD17116_0_r_21_47,LFLACLD17116,21,47,118,Y,461,565,410.167,284.833
flaccidifolia,LFLACLD17116_0_r_23_47,LFLACLD17116,23,47,118,Y,384,704,424.833,150.167
flaccidifolia,LFLACLD17116_0_r_24_47,LFLACLD17116,24,47,118,Y,441,804,427.5,48.833
flaccidifolia,LFLACLD17116_0_r_25_47,LFLACLD17116,25,47,118,Y,412,797,427.5,52.833
flaccidifolia,LFLACLD17116_0_r_26_47,LFLACLD17116,26,47,118,Y,396,790,412.833,55.5
flaccidifolia,LFLACLD17116_0_r_27_47,LFLACLD17116,27,47,118,Y,417,800,432.833,54.167
flaccidifolia,LFLACLD17116_0_r_28_47,LFLACLD17116,28,47,118,Y,472,789,450.167,56.833
flaccidifolia,LFLACLD17116_0_r_29_47,LFLACLD17116,29,47,118,Y,417,773,420.833,76.833
flaccidifolia,LFLACLD17116_0_r_30_47,LFLACLD17116,30,47,118,Y,406,729,396.833,114.167
flaccidifolia,LFLACLD17116_0_r_31_47,LFLACLD17116,31,47,118,Y,412,764,439.5,83.5
flaccidifolia,LFLACLD17116_0_r_32_47,LFLACLD17116,32,47,118,Y,440,701,414.167,147.5
flaccidifolia,LFLACLD17116_0_r_33_47,LFLACLD17116,33,47,118,Y,413,693,390.167,155.5
flaccidifolia,LFLACLD17116_0_r_34_47,LFLACLD17116,34,47,118,Y,440,709,439.5,140.833
flaccidifolia,LFLACLD17116_0_r_35_47,LFLACLD17116,35,47,118,Y,402,677,416.833,171.5
flaccidifolia,LFLACLD17116_0_r_36_47,LFLACLD17116,36,47,118,Y,414,704,390.167,144.833
flaccidifolia,LFLACLD17116_0_r_37_47,LFLACLD17116,37,47,118,Y,398,536,410.167,310.167
flaccidifolia,LFLACLD17116_0_r_38_47,LFLACLD17116,38,47,118,Y,428,692,434.167,158.167
flaccidifolia,LFLACLD17116_0_r_39_47,LFLACLD17116,39,47,118,Y,397,670,419.5,178.167
flaccidifolia,LFLACLD17116_0_r_40_47,LFLACLD17116,40,47,118,Y,440,625,422.167,220.833
flaccidifolia,LFLACLD17116_0_r_41_47,LFLACLD17116,41,47,118,Y,436,612,414.167,235.5
flaccidifolia,LFLACLD17116_0_r_42_47,LFLACLD17116,42,47,118,Y,417,613,400.833,242.167
flaccidifolia,LFLACLD17116_0_r_43_47,LFLACLD17116,43,47,118,Y,410,594,438.167,258.167
flaccidifolia,LFLACLD17116_0_r_44_47,LFLACLD17116,44,47,118,Y,413,586,434.167,264.833
flaccidifolia,LFLACLD17116_0_r_45_47,LFLACLD17116,45,47,118,Y,428,558,422.167,290.167
flaccidifolia,LFLACLD17116_0_r_46_47,LFLACLD17116,46,47,118,Y,448,530,427.5,319.5
flaccidifolia,LFLACLD17116_0_r_47_47,LFLACLD17116,47,47,118,Y,433,508,418.167,343.5
flaccidifolia,LFLACLD17116-1_1_4,LFLACLD17116,1,4,96.255,Y,101,244,232.5,45.5
flaccidifolia,LFLACLD17116-1_2_4,LFLACLD17116,2,4,96.255,Y,192,293,173.5,58.5
flaccidifolia,LFLACLD17116-1_3_4,LFLACLD17116,3,4,96.255,Y,202,282,170.5,71.5
flaccidifolia,LFLACLD17116-1_4_4,LFLACLD17116,4,4,96.255,Y,182,208,166.5,138.5
flaccidifolia,LFLACLD17116-L-MI_1_r_10_12,LFLACLD17116,10,12,118,Y,741,1125,758.5,377.5
flaccidifolia,LFLACLD17116-L-MI_1_r_11_12,LFLACLD17116,11,12,118,Y,741,1263,767.5,236.5
flaccidifolia,LFLACLD17116-L-MI_1_r_12_12,LFLACLD17116,12,12,118,Y,762,1080,737.5,419.5
flaccidifolia,LFLACLD17116-L-MI_1_r_2_12,LFLACLD17116,2,12,118,Y,753,1269,767.5,236.5
flaccidifolia,LFLACLD17116-L-MI_1_r_3_12,LFLACLD17116,3,12,118,Y,714,1248,779.5,245.5
flaccidifolia,LFLACLD17116-L-MI_1_r_4_12,LFLACLD17116,4,12,118,Y,729,1320,794.5,176.5
flaccidifolia,LFLACLD17116-L-MI_1_r_5_12,LFLACLD17116,5,12,118,Y,759,1152,779.5,350.5
flaccidifolia,LFLACLD17116-L-MI_1_r_6_12,LFLACLD17116,6,12,118,Y,702,1239,767.5,263.5
flaccidifolia,LFLACLD17116-L-MI_1_r_7_12,LFLACLD17116,7,12,118,Y,771,1221,797.5,278.5
flaccidifolia,LFLACLD17116-L-MI_1_r_8_12,LFLACLD17116,8,12,118,Y,714,1176,746.5,329.5
flaccidifolia,LFLACLD17116-L-MI_1_r_9_12,LFLACLD17116,9,12,118,Y,702,1470,770.5,32.5
flaccidifolia,LFLACLD17116-L-MI_2_r_1_19,LFLACLD17116,1,19,118,Y,765,1275,797.5,221.5
flaccidifolia,LFLACLD17116-L-MI_2_r_10_19,LFLACLD17116,10,19,118,Y,735,891,728.5,602.5
flaccidifolia,LFLACLD17116-L-MI_2_r_11_19,LFLACLD17116,11,19,118,Y,819,960,731.5,527.5
flaccidifolia,LFLACLD17116-L-MI_2_r_12_19,LFLACLD17116,12,19,118,Y,795,882,740.5,620.5
flaccidifolia,LFLACLD17116-L-MI_2_r_13_19,LFLACLD17116,13,19,118,Y,807,948,752.5,554.5
